113學年度大學分發入學    各系組最低錄取標準及錄取人數一覽表,,,,,,
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0346,國立政治大學,哲學系,國x1.25 英x1.25 公x1.25 歷x1.00,16,237.25,253.60
0347,國立政治大學,教育學系,英x2.00 公x2.00 國x1.00 社x1.00 數Bx1.00,23,333.00,-----
0350,國立政治大學,政治學系,公x2.00 國x1.75 英x1.75 歷x1.00,27,337.25,347.45
0351,國立政治大學,社會學系,英x2.00 公x2.00 國x1.00,16,257.00,-----
0352,國立政治大學,財政學系(A組),數Ax1.50 英x1.50 國x1.00 公x1.00,29,235.00,-----
0353,國立政治大學,財政學系(B組),數甲x1.50 英x1.50 國x1.00,14,186.00,-----
0354,國立政治大學,公共行政學系,英x2.00 公x2.00 國x1.00,22,259.00,-----
0355,國立政治大學,地政學系土地資源規劃組,國x1.50 英x1.50 數Ax1.50 地x1.00 公x1.00,23,303.00,309.35
0356,國立政治大學,地政學系土地管理組,國x1.50 英x1.50 數Ax1.50 地x1.00 公x1.00,16,307.00,-----
0357,國立政治大學,地政學系土地測量與資訊組,國x1.25 英x1.50 數甲x2.00 物x1.00 化x1.00,25,278.00,-----
0360,國立政治大學,經濟學系(社會組),數Ax2.00 英x1.50 公x1.00,13,214.00,-----
0361,國立政治大學,經濟學系(自然組),數甲x2.00 英x1.50 自x1.00,12,207.50,-----
0362,國立政治大學,民族學系,公x1.50 國x1.00 英x1.00 歷x1.25 地x1.25,19,294.25,-----
0363,國立政治大學,外交學系,英x1.75 國x1.50 歷x1.00 地x1.00 公x1.00,36,326.75,366.20
0364,國立政治大學,國際經營與貿易學系(A組),英x2.00 數Ax2.00 國x1.50 歷x1.00 地x1.00,32,364.50,-----
0365,國立政治大學,國際經營與貿易學系(B組),英x2.00 數甲x2.00 國x1.50,16,264.50,-----
0366,國立政治大學,金融學系(社會組),數Ax2.00 英x2.00 國x1.00 公x1.00,16,297.00,-----
0367,國立政治大學,金融學系(自然組),數甲x2.00 英x1.50 國x1.00,15,222.50,-----
0370,國立政治大學,會計學系(A組),英x2.00 數Ax2.00 國x1.50 公x1.00,53,306.00,-----
0371,國立政治大學,會計學系(B組),英x2.00 數甲x2.00 國x1.50,17,263.50,-----
0372,國立政治大學,統計學系(A組),數甲x2.00 英x1.50 國x1.50 歷x1.00 地x1.00,16,321.50,-----
0373,國立政治大學,統計學系(B組),數甲x2.00 英x1.50 國x1.50 物x1.00 化x1.00,12,310.50,-----
0374,國立政治大學,企業管理學系(A組),數Ax1.00 英x1.00 國x1.00 地x1.50 歷x1.50,29,299.00,302.80
0375,國立政治大學,企業管理學系(B組),數甲x2.00 英x1.00 國x1.00,14,183.00,-----
0376,國立政治大學,資訊管理學系(社會組),數Ax2.00 英x2.00 國x1.00 地x1.00 公x1.00,31,331.00,332.90
0377,國立政治大學,資訊管理學系(自然組),數甲x2.00 英x2.00 國x1.00,31,236.00,-----
0400,國立政治大學,財務管理學系(A組),英x1.50 國x1.00 歷x1.00 公x1.00 地x1.00,17,293.00,-----
0401,國立政治大學,財務管理學系(B組),數甲x1.50 英x1.50 國x1.00,16,202.00,-----
0402,國立政治大學,風險管理與保險學系(A組),英x2.00 數Ax2.00 國x1.50 公x1.00,16,306.50,-----
0403,國立政治大學,風險管理與保險學系(B組),數甲x2.00 英x2.00 國x1.50,15,257.50,-----
0404,國立政治大學,傳播學院大一大二不分系(社會組),國x1.50 英x1.50 歷x1.00 數Bx1.00 公x1.00,76,288.50,302.40
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0405,國立政治大學,傳播學院大一大二不分系(自然組),數Ax1.50 英x1.50 國x1.00 物x1.00,11,226.50,-----
0406,國立政治大學,英國語文學系,英x2.00 國x1.50 歷x1.00 地x1.00 數Bx1.00,47,312.00,349.75
0407,國立政治大學,阿拉伯語文學系,英x1.50 國x1.50 歷x1.25 地x1.00 數Bx1.00,21,287.75,-----
0410,國立政治大學,斯拉夫語文學系,英x1.50 國x1.50 歷x1.00 地x1.00,21,245.00,-----
0411,國立政治大學,日本語文學系,國x1.50 英x1.50 歷x1.00 公x1.00,14,258.00,285.65
0412,國立政治大學,韓國語文學系,國x1.50 英x1.50 歷x1.00 地x1.00 數Bx1.00,15,287.00,-----
0413,國立政治大學,土耳其語文學系,英x2.00 國x2.00 歷x1.50 地x1.00,12,319.00,-----
0414,國立政治大學,歐洲語文學系法文組,英x1.50 國x1.50 歷x1.00 地x1.00 數Bx1.00,8,287.50,-----
0415,國立政治大學,歐洲語文學系德文組,英x1.50 國x1.50 歷x1.00 地x1.00 數Bx1.00,8,289.00,-----
0416,國立政治大學,歐洲語文學系西班牙文組,英x1.50 國x1.50 歷x1.00 地x1.00 數Bx1.00,7,289.00,-----
0417,國立政治大學,東南亞語文學系越文組,英x1.50 國x1.50 歷x1.00 公x1.00 地x1.00,5,298.50,-----
0420,國立政治大學,東南亞語文學系泰文組,英x1.50 國x1.50 歷x1.00 公x1.00 地x1.00,5,300.00,-----
0421,國立政治大學,東南亞語文學系印尼文組,英x1.50 國x1.50 歷x1.00 公x1.00 地x1.00,6,296.00,-----
0422,國立政治大學,法律學系,英x2.00 公x1.00 國x1.00 歷x1.00 數Bx1.00,111,309.00,333.10
0423,國立政治大學,應用數學系,數甲x2.00 英x1.00 物x1.00 化x1.00,24,207.00,-----
0424,國立政治大學,心理學系,英x1.25 國x1.00 數甲x1.00,20,155.00,155.05
0425,國立政治大學,資訊科學系,數甲x1.25 物x1.00 化x1.00 英x1.25 國x1.00,15,254.75,-----
0426,國立政治大學,資訊科學系(人工智慧組),數甲x1.50 英x1.00 物x1.00 國x1.00,11,211.00,-----
0427,國立政治大學,創新國際學院學士班,英x2.00 數Bx1.50 公x1.50 國x1.00,9,295.50,-----
0430,高雄醫學大學,醫學系(自費),生x1.00 英x1.00 化x1.00 物x1.00 數甲x1.00,53,268.00,303.75
0431,高雄醫學大學,醫學系(公費),生x1.00 英x1.00 化x1.00 物x1.00 數甲x1.00,2,261.00,-----
0432,高雄醫學大學,運動醫學系,英x1.50 生x1.50 物x1.00 數Ax1.00,18,174.00,176.15
0433,高雄醫學大學,呼吸治療學系,英x1.50 生x1.25 化x1.25,20,165.25,-----
0434,高雄醫學大學,牙醫學系,英x1.00 生x1.00 化x1.00 物x1.00 數甲x1.00,23,266.00,321.30
0435,高雄醫學大學,口腔衛生學系,生x1.50 國x1.50 英x1.00 數Ax1.00,30,184.50,-----
0436,高雄醫學大學,藥學系,英x1.00 化x1.25 生x1.25 國x1.00 物x1.00,57,286.50,-----
0437,高雄醫學大學,香粧品學系,化x1.00 生x1.00 英x1.00 國x1.00 數甲x1.00,16,173.00,-----
0440,高雄醫學大學,護理學系,生x2.00 英x2.00 國x1.25 數Ax1.00,43,234.25,-----
0441,高雄醫學大學,公共衛生學系,數甲x2.00 化x2.00 生x1.75 國x1.00 英x1.00,23,263.50,-----
0442,高雄醫學大學,醫學檢驗生物技術學系,化x1.00 生x1.00 英x1.00 國x1.00,27,185.00,194.40
0443,高雄醫學大學,醫學影像暨放射科學系,物x1.50 化x1.25 生x1.25 數甲x1.00 英x1.00,21,222.50,-----
0444,高雄醫學大學,職能治療學系,英x2.00 國x1.50 生x1.50,20,244.00,259.50
0445,高雄醫學大學,物理治療學系,英x2.00 數甲x1.50 生x1.50 物x1.00 國x1.00,20,319.50,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0446,高雄醫學大學,醫務管理暨醫療資訊學系,數甲x2.00 英x2.00 國x1.50,23,188.00,-----
0447,高雄醫學大學,醫藥暨應用化學系應用化學組,化x1.50 數甲x1.50 英x1.50 物x1.00,26,191.50,-----
0450,高雄醫學大學,醫藥暨應用化學系醫藥化學組,化x1.50 數甲x1.50 英x1.50 生x1.00,20,211.00,-----
0451,高雄醫學大學,生物醫學暨環境生物學系,生x1.50 英x1.50 國x1.00 化x1.25 數甲x1.00,20,228.00,233.65
0452,高雄醫學大學,生物科技學系,生x1.75 英x1.25 化x1.25,18,165.00,-----
0453,高雄醫學大學,生命科學院學士班,英x1.00 化x1.00 生x1.00,10,111.00,-----
0454,高雄醫學大學,心理學系,英x2.00 生x1.00 國x1.00,33,187.00,-----
0455,高雄醫學大學,醫學社會學與社會工作學系,國x2.00 英x2.00 公x1.00 歷x1.00,28,221.00,-----
0456,中原大學,應用數學系,數甲x2.00 國x1.25 英x1.00,14,143.25,-----
0457,中原大學,物理學系物理組,物x2.00 數甲x1.50 英x1.00,12,145.00,-----
0460,中原大學,物理學系光電與材料科學組,物x2.00 數甲x1.50 英x1.00,15,152.50,-----
0461,中原大學,化學系化學組,化x2.00 數甲x1.00 英x1.00 物x1.00,11,168.00,-----
0462,中原大學,化學系材料化學組,化x2.00 英x1.00 數甲x1.00 物x1.00,26,163.00,-----
0463,中原大學,心理學系,英x2.00 數甲x2.00 國x1.50,20,189.00,191.85
0464,中原大學,生物科技學系,生x2.00 化x1.50 英x1.50,18,165.50,-----
0465,中原大學,化學工程學系綠能製程組,物x1.00 數甲x1.00 英x1.00 化x1.00 國x1.00,8,171.00,-----
0466,中原大學,化學工程學系生化工程組,物x1.00 數甲x1.00 英x1.00 化x1.00 國x1.00,8,182.00,-----
0467,中原大學,化學工程學系材料工程組,物x1.00 數甲x1.00 英x1.00 化x1.00 國x1.00,18,189.00,-----
0470,中原大學,土木工程學系,國x2.00 物x2.00 數Ax1.50,29,185.00,-----
0471,中原大學,機械工程學系,數甲x2.00 物x2.00 國x2.00 英x1.00,30,239.00,-----
0472,中原大學,生物醫學工程學系,數甲x2.00 物x2.00 化x1.75,14,178.00,-----
0473,中原大學,環境工程學系,化x2.00 國x2.00 英x1.00 數甲x1.00,9,205.00,-----
0474,中原大學,電機資訊學院學士班,數甲x1.00 英x2.00 國x2.00,14,212.00,-----
0475,中原大學,工業與系統工程學系工程組,數甲x1.00 英x1.00 國x1.00,11,110.00,-----
0476,中原大學,工業與系統工程學系管理組,英x2.00 國x2.00 公x1.00,10,185.00,-----
0477,中原大學,電子工程學系,物x1.00 數甲x1.00 英x1.00 國x1.00,17,154.00,-----
0500,中原大學,資訊工程學系,數甲x1.00 英x2.00 國x2.00,22,218.00,-----
0501,中原大學,電機工程學系,數甲x1.00 英x1.00 物x1.00 國x1.00,21,163.00,-----
0502,中原大學,電機資訊學院智慧運算與大數據學士班,數甲x1.00 英x1.00 國x1.00,8,119.00,-----
0503,中原大學,企業管理學系服務業管理組,國x2.00 歷x2.00 英x1.00 數Bx1.00,19,198.00,-----
0504,中原大學,企業管理學系高科技業管理組,國x2.00 歷x2.00 英x1.00 數Bx1.00,11,214.00,-----
0505,中原大學,企業管理學系工商管理組,國x2.00 公x2.00 英x1.00 數Bx1.00,24,205.00,-----
0506,中原大學,國際經營與貿易學系,英x2.00 國x1.75 公x1.00,34,160.75,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0507,中原大學,會計學系,國x1.00 公x1.50 歷x1.50,23,164.50,-----
0510,中原大學,資訊管理學系,國x1.50 英x1.50 公x1.00,19,156.50,-----
0511,中原大學,財務金融學系,英x2.00 數Bx2.00 國x1.75 公x1.00,27,222.75,-----
0512,中原大學,財經法律學系財貿法組,英x1.50 國x1.50 公x1.50 歷x1.00,20,231.50,235.10
0513,中原大學,財經法律學系科技法組,英x1.50 國x1.50 公x1.50 歷x1.00,6,239.00,-----
0514,中原大學,建築學系,數Ax1.75 英x2.00 國x2.00 物x1.00,25,250.00,-----
0515,中原大學,室內設計學系,國x2.00 歷x2.00 地x1.50 英x1.00,17,272.50,-----
0516,中原大學,商業設計學系商業設計組,國x2.00 英x2.00 歷x1.50 地x1.00,20,235.50,-----
0517,中原大學,商業設計學系產品設計組甲類,術x2.00 公x1.00 英x1.00,2,184.20,-----
0520,中原大學,商業設計學系產品設計組乙類,物x2.00 英x1.00 國x1.00,7,133.00,-----
0521,中原大學,地景建築學系,地x2.00 歷x2.00 公x1.00,5,228.00,-----
0522,中原大學,特殊教育學系,國x1.50 英x1.50 數Bx1.00 公x1.00,11,139.50,-----
0523,中原大學,應用外國語文學系,英x2.00 國x1.50 歷x1.00,36,142.00,-----
0524,中原大學,應用華語文學系,國x2.00 英x1.75 歷x1.25,17,147.50,161.75
0525,東海大學,中國文學系,國x2.00 歷x1.00 公x1.00,31,144.00,157.55
0526,東海大學,外國語文學系,英x2.00 國x1.00 歷x1.00,47,115.00,-----
0527,東海大學,歷史學系,歷x2.00 社x2.00 國x1.00,22,209.00,-----
0530,東海大學,日本語言文化學系,英x1.50 國x1.50 公x1.75,33,161.00,-----
0531,東海大學,哲學系,公x1.50 歷x1.50 國x1.00,18,142.50,-----
0532,東海大學,應用物理學系(A組),數甲x1.00 英x1.00 國x1.00,19,98.00,-----
0533,東海大學,應用物理學系(B組),物x1.00 英x1.00 國x1.00,12,99.00,-----
0534,東海大學,化學系化學組,化x2.00 英x1.00 國x1.00,14,143.00,-----
0535,東海大學,化學系化學生物組,化x2.00 英x1.00 自x1.00,10,132.00,-----
0536,東海大學,生命科學系生物醫學組,生x2.00 英x2.00 化x1.50,22,172.00,-----
0537,東海大學,生命科學系生態暨生物多樣性組,生x2.00 英x2.00 國x1.75,15,200.75,-----
0540,東海大學,智慧計算暨應用數學系,數甲x2.00 國x2.00 英x1.00,14,160.00,-----
0541,東海大學,化學工程與材料工程學系,化x2.00 數甲x2.00 物x1.00,48,142.00,-----
0542,東海大學,"工業工程與經營資訊學系(智慧設計與生
產組)",英x2.00 國x1.50 物x1.00,11,151.00,151.50
0543,東海大學,"工業工程與經營資訊學系(智慧經營與管
理組)",英x2.00 國x1.50 公x1.00,12,143.50,-----
0544,東海大學,環境科學與工程學系,化x2.00 數甲x1.75 國x2.00,45,172.00,-----
0545,東海大學,資訊工程學系(資電工程組),數甲x2.00 英x2.00 自x1.50,21,186.00,-----
0546,東海大學,資訊工程學系(人工智慧組),數Ax2.00 英x2.00 物x1.50,21,179.50,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0547,東海大學,資訊工程學系(軟體工程組),英x2.00 物x2.00 國x1.50,21,194.50,-----
0550,東海大學,電機工程學系(A組),數甲x1.00 國x2.00 英x1.00,22,158.00,160.10
0551,東海大學,電機工程學系(B組),國x2.00 英x1.00 物x1.00,17,157.00,-----
0552,東海大學,企業管理學系,公x2.00 國x1.50 英x1.00,56,152.50,-----
0553,東海大學,國際經營與貿易學系,英x2.00 國x2.00 公x1.50 數Bx1.00,42,205.50,-----
0554,東海大學,會計學系,公x2.00 英x1.00 數Bx1.00 國x1.00,39,161.00,-----
0555,東海大學,財務金融學系,英x1.50 國x1.00 公x1.00,55,118.50,-----
0556,東海大學,統計學系(巨量資料管理組),數甲x2.00 數Ax1.00 國x1.00,32,118.00,-----
0557,東海大學,統計學系(決策管理組),數Bx1.00 公x2.00 國x1.00,31,128.00,128.30
0560,東海大學,資訊管理學系,數Bx2.00 英x2.00 公x1.75,24,166.25,-----
0561,東海大學,經濟學系,英x2.00 公x2.00 國x1.00,31,160.00,-----
0562,東海大學,政治學系,英x2.00 公x2.00 國x1.75,20,209.00,-----
0563,東海大學,行政管理暨政策學系,社x2.00 公x1.50 國x1.00,41,190.00,-----
0564,東海大學,社會學系,公x2.00 社x2.00 國x1.75,35,219.00,-----
0565,東海大學,社會工作學系,公x2.00 國x1.50 社x1.00,46,168.50,-----
0566,東海大學,畜產與生物科技學系,生x2.00 英x1.00 國x1.00,27,132.00,-----
0567,東海大學,食品科學系,自x2.00 國x1.50 化x1.00,19,156.50,160.75
0570,東海大學,餐旅管理學系,英x1.50 數Bx1.25 公x1.00,16,83.25,-----
0571,東海大學,高齡健康與運動科學學士學位學程,英x1.50 國x1.25 生x1.00,17,114.00,-----
0572,東海大學,美術學系,術x2.00 國x2.00 英x1.00 歷x1.00,10,256.20,-----
0573,東海大學,音樂學系,術x2.00 英x1.00 歷x1.00,2,205.28,-----
0574,東海大學,建築學系(A組),數Ax1.50 物x1.50 英x1.50 化x1.00,13,215.50,-----
0575,東海大學,建築學系(B組),數Bx1.50 歷x1.50 英x1.50 國x1.00,6,233.00,-----
0576,東海大學,工業設計學系(A組),國x2.00 英x2.00 物x1.00,8,202.00,-----
0577,東海大學,工業設計學系(B組),國x2.00 英x2.00 公x1.00,8,187.00,-----
0600,東海大學,景觀學系(A組),英x1.50 國x1.00 公x1.00,16,109.50,-----
0601,東海大學,景觀學系(B組),英x1.50 國x1.00 生x1.00,5,115.50,-----
0602,東海大學,法律學系,國x1.50 英x1.50 公x1.50 歷x1.00,58,239.00,242.70
0603,東海大學,國際學院國際經營管理學位學程,英x2.00 國x1.00 公x1.00,20,113.00,-----
0604,東海大學,永續科學與管理學士學位學程,英x2.00 國x1.00 化x1.00,9,119.00,-----
0605,國立清華大學,中國文學系甲組(一般組),國x1.50 英x1.25 數Bx1.00 歷x1.00 地x1.00,18,256.00,-----
0606,國立清華大學,中國文學系乙組(華語文教學組),國x1.50 英x1.50 數Bx1.00 歷x1.00 地x1.00,6,266.00,-----
0607,國立清華大學,外國語文學系,英x2.00 國x1.50 歷x1.00 地x1.00 數Bx1.00,20,303.50,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0610,國立清華大學,人文社會學院學士班,英x1.50 數Bx1.50 國x1.50 歷x1.00 公x1.00,25,297.00,-----
0611,國立清華大學,教育與學習科技學系,國x2.00 英x2.00 數Bx1.00 歷x1.00,8,273.00,-----
0612,國立清華大學,幼兒教育學系,英x2.00 國x2.00 歷x1.50 地x1.00 公x1.00,10,355.00,-----
0613,國立清華大學,特殊教育學系,國x2.00 英x2.00 歷x1.00 公x1.00,12,283.00,-----
0614,國立清華大學,教育心理與諮商學系甲組,英x2.00 國x1.50 數Bx1.50 公x1.00,7,288.50,-----
0615,國立清華大學,教育心理與諮商學系乙組,英x2.00 國x1.50 數Bx1.50 生x1.00,7,296.50,-----
0616,國立清華大學,英語教學系,英x2.00 國x1.50 歷x1.00 數Bx1.00 地x1.00,14,289.00,-----
0617,國立清華大學,運動科學系,英x2.00 數甲x1.25 國x1.25,4,213.25,-----
0620,國立清華大學,竹師教育學院學士班甲組(雙專長組),英x2.00 國x1.00 生x1.50,4,232.00,-----
0621,國立清華大學,"竹師教育學院學士班乙組(永續發展教育
組)",公x1.50 地x1.75 英x2.00 國x1.00 數Bx1.00,5,336.75,-----
0622,國立清華大學,經濟學系第1組,英x2.00 數甲x2.00 國x1.00,20,236.00,-----
0623,國立清華大學,經濟學系第2組,英x2.00 數Ax2.00 國x1.00 歷x1.00 地x1.00,22,323.00,325.45
0624,國立清華大學,科技管理學院學士班,數甲x1.50 英x1.00 物x1.00 化x1.00,16,206.50,210.05
0625,國立清華大學,計量財務金融學系,數甲x1.50 英x1.50 國x1.00,26,194.50,-----
0626,國立清華大學,數學系甲組(數學組),數甲x2.00 物x1.50 英x1.50 化x1.00 數Ax1.00,10,324.50,-----
0627,國立清華大學,數學系乙組(應用數學組),數甲x2.00 物x1.50 英x1.50 化x1.00 數Ax1.00,10,326.50,-----
0630,國立清華大學,物理學系物理組(甲組一般組),物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,16,293.50,-----
0631,國立清華大學,物理學系物理組(乙組天文物理組),物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,1,299.00,-----
0632,國立清華大學,物理學系光電物理組,物x1.50 數甲x1.50 英x1.00 化x1.00 國x1.00,4,301.00,-----
0633,國立清華大學,化學系,化x1.00 物x1.00 數甲x1.00 英x1.00 國x1.00,35,241.00,-----
0634,國立清華大學,理學院學士班,數甲x1.50 物x1.25 化x1.00 英x1.00 國x1.00,16,282.00,-----
0635,國立清華大學,生醫工程與環境科學系,英x1.00 數甲x1.00 物x1.00 化x1.00 國x1.00,24,233.00,-----
0636,國立清華大學,工程與系統科學系甲組(低碳綠能組),英x1.00 物x1.00 數甲x1.00 化x1.00 國x1.00,8,246.00,-----
0637,國立清華大學,"工程與系統科學系乙組(智慧奈米系統
組)",英x1.00 物x1.00 數甲x1.00 化x1.00 國x1.00,6,250.00,-----
0640,國立清華大學,原子科學院學士班,英x1.00 數甲x1.00 物x1.00 化x1.00 國x1.00,6,243.00,-----
0641,國立清華大學,化學工程學系,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,25,248.00,-----
0642,國立清華大學,動力機械工程學系甲組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,3,254.00,-----
0643,國立清華大學,動力機械工程學系乙組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,20,247.00,-----
0644,國立清華大學,材料科學工程學系甲組,物x1.00 化x1.00 英x1.00 數甲x1.00,3,214.00,-----
0645,國立清華大學,材料科學工程學系乙組,物x1.00 化x1.00 英x1.00 數甲x1.00,32,203.00,-----
0646,國立清華大學,工業工程與工程管理學系,數甲x1.50 英x1.50 物x1.00 國x1.00,23,234.00,-----
0647,國立清華大學,工學院學士班,數甲x1.00 物x1.00 化x1.00 英x1.00 國x1.00,7,252.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
0650,國立清華大學,電機工程學系甲組,英x1.00 數甲x1.00 物x1.00 化x1.00,4,224.00,-----
0651,國立清華大學,電機工程學系乙組,數甲x1.00 物x1.00 化x1.00,16,162.00,-----
0652,國立清華大學,資訊工程學系甲組(電子資訊組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,5,265.00,-----
0653,國立清華大學,資訊工程學系乙組(資訊工程組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,26,261.00,-----
0654,國立清華大學,資訊工程學系丙組(人工智慧組),數甲x1.00 英x1.00 物x1.00 國x1.00 化x1.00,10,261.00,-----
